No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP
19435,2015,5,19,18,15.0,21.0,2.0,10.0,300.0,90.0,24.3
19436,2015,5,19,19,44.0,44.0,2.0,15.0,300.0,80.0,23.3
19437,2015,5,19,20,19.0,30.0,2.0,10.0,300.0,83.0,22.3
19438,2015,5,19,21,19.0,39.0,2.0,12.0,300.0,81.0,21.1
19439,2015,5,19,22,16.0,29.0,2.0,17.0,300.0,73.0,21.0
19440,2015,5,19,23,16.0,25.0,2.0,20.0,300.0,69.0,20.2
19441,2015,5,20,0,14.0,24.0,2.0,10.0,300.0,79.0,20.2
19442,2015,5,20,1,11.0,24.0,2.0,11.0,300.0,74.0,20.0
19443,2015,5,20,2,8.0,19.0,2.0,10.0,300.0,77.0,20.3
19444,2015,5,20,3,10.0,18.0,2.0,9.0,200.0,78.0,19.5
19445,2015,5,20,4,14.0,19.0,2.0,8.0,200.0,77.0,19.6
19446,2015,5,20,5,12.0,19.0,2.0,8.0,300.0,76.0,17.0
19447,2015,5,20,6,7.0,21.0,2.0,12.0,300.0,71.0,17.5
19448,2015,5,20,7,16.0,41.0,2.0,47.0,400.0,32.0,20.0
19449,2015,5,20,8,16.0,32.0,4.0,30.0,400.0,51.0,22.5
19450,2015,5,20,9,6.0,26.0,4.0,13.0,400.0,76.0,23.9
19451,2015,5,20,10,13.0,27.0,5.0,,400.0,67.0,25.1
19452,2015,5,20,11,11.0,18.0,2.0,,200.0,35.0,26.0
19453,2015,5,20,12,14.0,23.0,2.0,,200.0,54.0,27.3
19454,2015,5,20,13,18.0,18.0,2.0,10.0,300.0,95.0,28.2
19455,2015,5,20,14,14.0,20.0,2.0,10.0,300.0,101.0,29.0
19456,2015,5,20,15,9.0,22.0,2.0,11.0,300.0,103.0,29.6
19457,2015,5,20,16,9.0,22.0,2.0,11.0,300.0,103.0,29.7
19458,2015,5,20,17,14.0,26.0,2.0,17.0,300.0,103.0,29.5
19459,2015,5,20,18,20.0,34.0,2.0,16.0,400.0,106.0,29.0
19460,2015,5,20,19,22.0,36.0,2.0,27.0,400.0,94.0,27.5
19461,2015,5,20,20,21.0,70.0,2.0,46.0,500.0,85.0,25.1
19462,2015,5,20,21,27.0,89.0,2.0,45.0,500.0,75.0,21.6
19463,2015,5,20,22,25.0,53.0,2.0,45.0,500.0,60.0,20.5
19464,2015,5,20,23,26.0,33.0,2.0,18.0,400.0,74.0,19.2
19465,2015,5,21,0,28.0,28.0,2.0,27.0,400.0,66.0,18.1
19466,2015,5,21,1,29.0,31.0,2.0,24.0,400.0,58.0,18.2
19467,2015,5,21,2,18.0,22.0,2.0,18.0,300.0,64.0,18.2
19468,2015,5,21,3,22.0,35.0,2.0,21.0,300.0,64.0,17.6
19469,2015,5,21,4,19.0,33.0,7.0,27.0,400.0,41.0,16.0
19470,2015,5,21,5,25.0,42.0,2.0,50.0,500.0,22.0,15.8
19471,2015,5,21,6,25.0,59.0,3.0,45.0,700.0,33.0,15.4
19472,2015,5,21,7,25.0,54.0,3.0,51.0,600.0,26.0,19.0
19473,2015,5,21,8,25.0,56.0,2.0,54.0,500.0,26.0,23.0
19474,2015,5,21,9,33.0,72.0,4.0,64.0,600.0,28.0,23.8
19475,2015,5,21,10,29.0,86.0,4.0,58.0,500.0,41.0,24.8
19476,2015,5,21,11,33.0,91.0,6.0,66.0,600.0,47.0,26.0
19477,2015,5,21,12,32.0,58.0,5.0,48.0,500.0,80.0,27.7
19478,2015,5,21,13,35.0,58.0,3.0,46.0,600.0,102.0,28.4
19479,2015,5,21,14,44.0,78.0,3.0,51.0,600.0,136.0,29.1
19480,2015,5,21,15,36.0,78.0,6.0,23.0,500.0,163.0,29.2
19481,2015,5,21,16,43.0,94.0,8.0,22.0,600.0,174.0,29.5
19482,2015,5,21,17,47.0,118.0,8.0,21.0,600.0,163.0,28.8
19483,2015,5,21,18,34.0,156.0,5.0,22.0,500.0,142.0,27.2
19484,2015,5,21,19,26.0,126.0,3.0,26.0,400.0,131.0,25.7
19485,2015,5,21,20,22.0,98.0,3.0,25.0,400.0,116.0,24.6
19486,2015,5,21,21,33.0,94.0,3.0,27.0,500.0,101.0,23.3
19487,2015,5,21,22,32.0,101.0,6.0,34.0,600.0,91.0,22.2
19488,2015,5,21,23,30.0,84.0,7.0,29.0,600.0,92.0,21.1
19489,2015,5,22,0,36.0,88.0,5.0,26.0,600.0,86.0,19.5
19490,2015,5,22,1,30.0,71.0,4.0,21.0,600.0,83.0,19.0
19491,2015,5,22,2,29.0,60.0,3.0,17.0,500.0,86.0,18.6
19492,2015,5,22,3,84.0,84.0,2.0,21.0,500.0,75.0,16.5
19493,2015,5,22,4,42.0,58.0,2.0,22.0,500.0,67.0,15.4
19494,2015,5,22,5,36.0,56.0,2.0,25.0,500.0,59.0,14.4
19495,2015,5,22,6,41.0,60.0,2.0,30.0,600.0,56.0,15.4
19496,2015,5,22,7,65.0,80.0,4.0,31.0,700.0,57.0,18.1
19497,2015,5,22,8,102.0,102.0,6.0,65.0,700.0,33.0,19.2
19498,2015,5,22,9,152.0,152.0,11.0,46.0,800.0,61.0,21.2
19499,2015,5,22,10,,99.0,8.0,,500.0,43.0,22.7
19500,2015,5,22,11,,86.0,8.0,,400.0,45.0,24.5
19501,2015,5,22,12,84.0,90.0,11.0,,600.0,97.0,25.7
19502,2015,5,22,13,94.0,98.0,14.0,24.0,700.0,165.0,27.6
19503,2015,5,22,14,95.0,98.0,12.0,28.0,700.0,179.0,28.0
19504,2015,5,22,15,97.0,107.0,10.0,43.0,800.0,176.0,29.2
19505,2015,5,22,16,,116.0,11.0,52.0,1000.0,195.0,30.1
19506,2015,5,22,17,,70.0,8.0,23.0,700.0,223.0,29.2
19507,2015,5,22,18,,63.0,7.0,20.0,700.0,205.0,28.5
19508,2015,5,22,19,,78.0,8.0,25.0,700.0,198.0,27.7
19509,2015,5,22,20,,102.0,9.0,30.0,800.0,195.0,26.2
19510,2015,5,22,21,,97.0,6.0,42.0,800.0,142.0,23.8
19511,2015,5,22,22,,103.0,5.0,48.0,900.0,114.0,22.0
19512,2015,5,22,23,,75.0,4.0,26.0,800.0,134.0,21.4
19513,2015,5,23,0,,70.0,4.0,21.0,700.0,138.0,20.7
19514,2015,5,23,1,,86.0,3.0,22.0,700.0,112.0,19.7
19515,2015,5,23,2,,70.0,4.0,22.0,700.0,94.0,18.2
19516,2015,5,23,3,,72.0,3.0,34.0,700.0,88.0,17.4
19517,2015,5,23,4,,78.0,2.0,49.0,800.0,61.0,16.8
19518,2015,5,23,5,,75.0,2.0,57.0,900.0,56.0,16.2
19519,2015,5,23,6,,89.0,3.0,41.0,900.0,75.0,16.9
19520,2015,5,23,7,,104.0,6.0,39.0,900.0,80.0,19.4
19521,2015,5,23,8,,118.0,10.0,50.0,1000.0,82.0,22.0
19522,2015,5,23,9,112.0,153.0,13.0,92.0,1100.0,53.0,23.4
19523,2015,5,23,10,108.0,141.0,14.0,56.0,1000.0,118.0,25.3
19524,2015,5,23,11,109.0,150.0,16.0,36.0,1000.0,172.0,27.0
19525,2015,5,23,12,112.0,143.0,17.0,29.0,1000.0,216.0,28.4
19526,2015,5,23,13,108.0,137.0,15.0,23.0,900.0,245.0,29.7
19527,2015,5,23,14,118.0,151.0,16.0,32.0,1100.0,283.0,31.0
19528,2015,5,23,15,112.0,133.0,14.0,,900.0,199.0,30.8
19529,2015,5,23,16,79.0,113.0,11.0,,500.0,100.0,31.4
19530,2015,5,23,17,84.0,122.0,14.0,,700.0,173.0,30.4
19531,2015,5,23,18,82.0,138.0,16.0,24.0,900.0,243.0,29.5
19532,2015,5,23,19,76.0,141.0,14.0,29.0,1000.0,228.0,28.3
19533,2015,5,23,20,83.0,142.0,15.0,33.0,1000.0,209.0,27.5
19534,2015,5,23,21,92.0,157.0,15.0,40.0,1100.0,173.0,27.0
19535,2015,5,23,22,95.0,149.0,12.0,39.0,1100.0,146.0,25.4
19536,2015,5,23,23,93.0,148.0,11.0,35.0,1100.0,138.0,23.4
19537,2015,5,24,0,89.0,122.0,8.0,23.0,1100.0,144.0,22.4
19538,2015,5,24,1,89.0,116.0,6.0,20.0,1000.0,138.0,21.4
19539,2015,5,24,2,94.0,127.0,5.0,29.0,1100.0,109.0,20.3
19540,2015,5,24,3,99.0,122.0,5.0,24.0,1100.0,114.0,19.6
19541,2015,5,24,4,96.0,114.0,4.0,24.0,1000.0,110.0,18.8
19542,2015,5,24,5,96.0,125.0,3.0,69.0,1100.0,61.0,17.9
19543,2015,5,24,6,101.0,144.0,4.0,108.0,1100.0,16.0,18.0
19544,2015,5,24,7,108.0,148.0,6.0,78.0,1100.0,35.0,19.8
19545,2015,5,24,8,135.0,143.0,11.0,60.0,1200.0,70.0,22.4
19546,2015,5,24,9,146.0,177.0,17.0,30.0,1300.0,119.0,24.1
19547,2015,5,24,10,154.0,190.0,19.0,31.0,1300.0,134.0,25.5
19548,2015,5,24,11,168.0,193.0,20.0,27.0,1300.0,172.0,27.0
19549,2015,5,24,12,170.0,198.0,22.0,31.0,1300.0,217.0,28.3
19550,2015,5,24,13,192.0,223.0,20.0,38.0,1400.0,263.0,29.7
19551,2015,5,24,14,169.0,169.0,20.0,31.0,1300.0,276.0,31.6
19552,2015,5,24,15,107.0,122.0,19.0,17.0,1000.0,250.0,32.8
19553,2015,5,24,16,102.0,119.0,23.0,18.0,1100.0,235.0,32.0
19554,2015,5,24,17,82.0,131.0,21.0,18.0,1100.0,240.0,31.4
19555,2015,5,24,18,74.0,148.0,19.0,22.0,1100.0,247.0,30.8
19556,2015,5,24,19,89.0,122.0,18.0,25.0,1000.0,219.0,29.7
19557,2015,5,24,20,82.0,142.0,14.0,33.0,1000.0,169.0,28.3
19558,2015,5,24,21,86.0,150.0,12.0,44.0,1100.0,134.0,27.3
19559,2015,5,24,22,85.0,145.0,12.0,42.0,1100.0,130.0,26.5
19560,2015,5,24,23,91.0,136.0,10.0,47.0,1100.0,114.0,24.4
19561,2015,5,25,0,81.0,113.0,9.0,22.0,1000.0,146.0,24.9
19562,2015,5,25,1,78.0,100.0,7.0,18.0,800.0,131.0,23.0
19563,2015,5,25,2,70.0,96.0,8.0,22.0,800.0,102.0,22.2
19564,2015,5,25,3,72.0,98.0,6.0,24.0,900.0,107.0,21.0
19565,2015,5,25,4,74.0,105.0,6.0,19.0,900.0,124.0,20.5
19566,2015,5,25,5,80.0,106.0,6.0,27.0,900.0,114.0,19.7
19567,2015,5,25,6,81.0,121.0,4.0,29.0,1000.0,93.0,19.5
19568,2015,5,25,7,94.0,126.0,8.0,79.0,1200.0,52.0,21.2
19569,2015,5,25,8,106.0,155.0,11.0,90.0,1100.0,52.0,23.6
19570,2015,5,25,9,118.0,180.0,14.0,94.0,1200.0,54.0,25.6
19571,2015,5,25,10,126.0,188.0,16.0,57.0,1100.0,113.0,27.5
19572,2015,5,25,11,130.0,178.0,23.0,29.0,1100.0,176.0,28.6
19573,2015,5,25,12,129.0,170.0,24.0,29.0,1100.0,220.0,30.0
19574,2015,5,25,13,136.0,173.0,21.0,28.0,1100.0,260.0,31.1
19575,2015,5,25,14,128.0,178.0,22.0,36.0,1200.0,280.0,33.1
19576,2015,5,25,15,112.0,136.0,29.0,15.0,1100.0,276.0,33.5
19577,2015,5,25,16,121.0,192.0,42.0,18.0,1500.0,304.0,33.6
19578,2015,5,25,17,121.0,173.0,39.0,17.0,1400.0,289.0,32.8
19579,2015,5,25,18,116.0,207.0,41.0,22.0,1700.0,296.0,32.0
19580,2015,5,25,19,125.0,223.0,36.0,30.0,1700.0,289.0,30.8
19581,2015,5,25,20,98.0,160.0,23.0,26.0,1200.0,240.0,29.7
19582,2015,5,25,21,98.0,160.0,23.0,26.0,1200.0,240.0,29.0
19583,2015,5,25,22,77.0,144.0,13.0,34.0,1000.0,155.0,27.5
19584,2015,5,25,23,81.0,137.0,12.0,36.0,1000.0,133.0,26.5
19585,2015,5,26,0,75.0,127.0,11.0,33.0,900.0,124.0,25.4
19586,2015,5,26,1,78.0,126.0,10.0,22.0,1000.0,131.0,24.6
19587,2015,5,26,2,78.0,126.0,10.0,22.0,1000.0,131.0,23.7
19588,2015,5,26,3,83.0,121.0,8.0,16.0,1000.0,134.0,23.5
19589,2015,5,26,4,81.0,118.0,8.0,18.0,900.0,124.0,22.5
19590,2015,5,26,5,84.0,120.0,6.0,24.0,900.0,104.0,21.2
19591,2015,5,26,6,78.0,119.0,6.0,30.0,900.0,88.0,21.1
19592,2015,5,26,7,83.0,140.0,7.0,38.0,1000.0,74.0,22.9
19593,2015,5,26,8,83.0,140.0,7.0,38.0,1000.0,74.0,25.0
19594,2015,5,26,9,100.0,172.0,14.0,69.0,1000.0,73.0,26.4
19595,2015,5,26,10,97.0,156.0,16.0,35.0,900.0,133.0,28.0
19596,2015,5,26,11,98.0,163.0,19.0,27.0,900.0,182.0,29.3
19597,2015,5,26,12,108.0,174.0,18.0,38.0,1000.0,219.0,30.7
19598,2015,5,26,13,104.0,176.0,21.0,41.0,1200.0,257.0,32.2
19599,2015,5,26,14,99.0,166.0,33.0,23.0,1300.0,288.0,33.1
19600,2015,5,26,15,112.0,190.0,35.0,20.0,1300.0,301.0,33.2
19601,2015,5,26,16,105.0,180.0,26.0,21.0,1200.0,298.0,33.4
19602,2015,5,26,17,81.0,160.0,16.0,18.0,900.0,267.0,32.5
19603,2015,5,26,18,74.0,151.0,15.0,21.0,900.0,245.0,31.7
19604,2015,5,26,19,72.0,126.0,13.0,22.0,800.0,216.0,30.6
19605,2015,5,26,20,72.0,126.0,13.0,22.0,800.0,216.0,29.5
19606,2015,5,26,21,72.0,126.0,13.0,22.0,800.0,301.0,28.5
19607,2015,5,26,22,60.0,99.0,11.0,21.0,700.0,167.0,27.5
19608,2015,5,26,23,61.0,107.0,10.0,24.0,700.0,143.0,26.7
19609,2015,5,27,0,65.0,127.0,9.0,27.0,700.0,129.0,26.1
19610,2015,5,27,1,68.0,136.0,12.0,28.0,800.0,99.0,24.1
19611,2015,5,27,2,74.0,128.0,8.0,30.0,700.0,69.0,22.9
19612,2015,5,27,3,76.0,113.0,7.0,23.0,700.0,84.0,22.5
19613,2015,5,27,4,72.0,94.0,6.0,21.0,700.0,99.0,21.2
19614,2015,5,27,5,72.0,100.0,5.0,28.0,800.0,84.0,20.1
19615,2015,5,27,6,70.0,110.0,4.0,28.0,800.0,79.0,20.0
19616,2015,5,27,7,81.0,126.0,6.0,27.0,800.0,87.0,22.7
19617,2015,5,27,8,90.0,170.0,8.0,38.0,800.0,84.0,23.8
19618,2015,5,27,9,104.0,167.0,12.0,38.0,900.0,102.0,25.1
19619,2015,5,27,10,110.0,169.0,14.0,32.0,900.0,301.0,26.0
19620,2015,5,27,11,115.0,180.0,14.0,31.0,900.0,165.0,27.5
19621,2015,5,27,12,132.0,132.0,14.0,32.0,900.0,194.0,28.9
19622,2015,5,27,13,126.0,126.0,10.0,24.0,900.0,215.0,29.8
19623,2015,5,27,14,105.0,107.0,7.0,15.0,800.0,231.0,30.4
19624,2015,5,27,15,98.0,98.0,6.0,15.0,800.0,222.0,31.1
19625,2015,5,27,16,86.0,87.0,5.0,15.0,700.0,223.0,31.0
19626,2015,5,27,17,69.0,76.0,4.0,16.0,700.0,211.0,31.0
19627,2015,5,27,18,93.0,93.0,4.0,20.0,600.0,201.0,30.3
19628,2015,5,27,19,67.0,106.0,5.0,20.0,700.0,202.0,29.2
19629,2015,5,27,20,62.0,110.0,5.0,29.0,700.0,190.0,28.0
19630,2015,5,27,21,72.0,119.0,5.0,34.0,700.0,172.0,27.6
19631,2015,5,27,22,90.0,149.0,7.0,41.0,1000.0,157.0,26.7
19632,2015,5,27,23,111.0,181.0,13.0,34.0,1100.0,162.0,25.9
19633,2015,5,28,0,125.0,185.0,16.0,33.0,1200.0,154.0,25.1
19634,2015,5,28,1,135.0,174.0,16.0,28.0,1200.0,149.0,24.6
19635,2015,5,28,2,136.0,154.0,17.0,25.0,1100.0,140.0,23.9
19636,2015,5,28,3,134.0,148.0,15.0,26.0,1200.0,124.0,23.0
19637,2015,5,28,4,139.0,146.0,12.0,24.0,1000.0,114.0,22.5
19638,2015,5,28,5,139.0,149.0,9.0,21.0,1300.0,113.0,22.3
19639,2015,5,28,6,141.0,156.0,8.0,23.0,1300.0,100.0,22.2
19640,2015,5,28,7,141.0,150.0,11.0,28.0,1400.0,96.0,22.7
19641,2015,5,28,8,143.0,165.0,16.0,35.0,1400.0,87.0,23.5
19642,2015,5,28,9,146.0,174.0,24.0,43.0,1400.0,90.0,24.6
19643,2015,5,28,10,146.0,180.0,26.0,42.0,1300.0,110.0,25.6
19644,2015,5,28,11,150.0,193.0,23.0,49.0,1300.0,120.0,26.6
19645,2015,5,28,12,165.0,194.0,23.0,27.0,1400.0,141.0,27.5
19646,2015,5,28,13,162.0,190.0,21.0,2.0,1300.0,168.0,28.9
19647,2015,5,28,14,3.0,158.0,15.0,,900.0,127.0,29.5
19648,2015,5,28,15,56.0,107.0,14.0,16.0,800.0,200.0,28.8
19649,2015,5,28,16,94.0,146.0,14.0,19.0,900.0,205.0,28.6
19650,2015,5,28,17,101.0,148.0,18.0,19.0,1000.0,202.0,28.1
19651,2015,5,28,18,93.0,136.0,21.0,22.0,900.0,190.0,27.8
19652,2015,5,28,19,86.0,141.0,20.0,22.0,900.0,184.0,27.4
19653,2015,5,28,20,86.0,128.0,17.0,28.0,800.0,171.0,27.1
19654,2015,5,28,21,82.0,139.0,16.0,33.0,700.0,147.0,26.8
19655,2015,5,28,22,84.0,140.0,14.0,36.0,900.0,129.0,26.5
19656,2015,5,28,23,89.0,136.0,12.0,33.0,900.0,114.0,25.5
19657,2015,5,29,0,94.0,134.0,10.0,27.0,900.0,109.0,24.2
19658,2015,5,29,1,109.0,165.0,9.0,43.0,1300.0,64.0,23.0
19659,2015,5,29,2,114.0,137.0,3.0,39.0,1200.0,29.0,21.8
19660,2015,5,29,3,118.0,125.0,2.0,68.0,1400.0,10.0,21.5
19661,2015,5,29,4,114.0,116.0,4.0,78.0,1000.0,7.0,21.4
19662,2015,5,29,5,112.0,116.0,2.0,35.0,1100.0,16.0,21.1
19663,2015,5,29,6,69.0,69.0,2.0,31.0,700.0,32.0,21.4
19664,2015,5,29,7,64.0,80.0,2.0,62.0,800.0,14.0,21.5
19665,2015,5,29,8,70.0,88.0,2.0,63.0,800.0,13.0,22.3
19666,2015,5,29,9,55.0,68.0,3.0,45.0,,26.0,24.8
19667,2015,5,29,10,36.0,47.0,5.0,40.0,500.0,42.0,26.8
19668,2015,5,29,11,21.0,34.0,4.0,19.0,200.0,66.0,28.4
19669,2015,5,29,12,21.0,21.0,2.0,10.0,100.0,71.0,30.5
19670,2015,5,29,13,17.0,19.0,2.0,8.0,200.0,82.0,31.2
19671,2015,5,29,14,12.0,16.0,2.0,7.0,200.0,84.0,32.4
19672,2015,5,29,15,8.0,13.0,2.0,6.0,200.0,83.0,33.4
19673,2015,5,29,16,11.0,25.0,2.0,5.0,100.0,88.0,33.8
19674,2015,5,29,17,30.0,103.0,2.0,20.0,300.0,157.0,30.5
19675,2015,5,29,18,27.0,78.0,2.0,18.0,400.0,147.0,29.0
19676,2015,5,29,19,29.0,77.0,2.0,23.0,500.0,136.0,28.0
19677,2015,5,29,20,33.0,81.0,2.0,30.0,500.0,116.0,27.2
19678,2015,5,29,21,37.0,84.0,2.0,31.0,500.0,103.0,26.3
19679,2015,5,29,22,57.0,108.0,3.0,38.0,700.0,90.0,24.9
19680,2015,5,29,23,69.0,102.0,3.0,30.0,700.0,85.0,24.0
19681,2015,5,30,0,69.0,82.0,3.0,27.0,600.0,75.0,22.5
19682,2015,5,30,1,43.0,57.0,2.0,37.0,500.0,68.0,21.2
19683,2015,5,30,2,40.0,40.0,2.0,33.0,500.0,60.0,20.1
19684,2015,5,30,3,23.0,23.0,2.0,28.0,400.0,52.0,19.0
19685,2015,5,30,4,14.0,15.0,2.0,20.0,300.0,52.0,17.8
19686,2015,5,30,5,9.0,20.0,2.0,20.0,400.0,46.0,17.5
19687,2015,5,30,6,6.0,24.0,2.0,24.0,200.0,42.0,19.0
19688,2015,5,30,7,15.0,50.0,2.0,28.0,300.0,32.0,20.2
19689,2015,5,30,8,3.0,41.0,2.0,56.0,400.0,14.0,23.2
19690,2015,5,30,9,13.0,70.0,2.0,46.0,200.0,31.0,24.3
19691,2015,5,30,10,16.0,73.0,2.0,44.0,300.0,44.0,25.1
19692,2015,5,30,11,20.0,46.0,2.0,14.0,300.0,88.0,26.6
19693,2015,5,30,12,25.0,53.0,3.0,15.0,300.0,111.0,27.9
19694,2015,5,30,13,23.0,53.0,3.0,18.0,300.0,121.0,29.0
19695,2015,5,30,14,30.0,58.0,4.0,16.0,500.0,150.0,29.4
19696,2015,5,30,15,51.0,85.0,6.0,17.0,500.0,196.0,30.3
19697,2015,5,30,16,46.0,73.0,4.0,20.0,500.0,190.0,30.4
19698,2015,5,30,17,40.0,67.0,3.0,16.0,500.0,174.0,29.8
19699,2015,5,30,18,53.0,114.0,4.0,19.0,500.0,199.0,28.4
19700,2015,5,30,19,77.0,128.0,7.0,19.0,500.0,168.0,27.3
19701,2015,5,30,20,72.0,107.0,10.0,20.0,600.0,157.0,26.5
19702,2015,5,30,21,51.0,92.0,8.0,20.0,600.0,146.0,26.2
19703,2015,5,30,22,59.0,103.0,9.0,25.0,500.0,135.0,25.9
19704,2015,5,30,23,60.0,106.0,7.0,38.0,700.0,90.0,24.0
19705,2015,5,31,0,34.0,74.0,6.0,50.0,900.0,48.0,23.0
19706,2015,5,31,1,36.0,84.0,6.0,43.0,700.0,42.0,22.5
19707,2015,5,31,2,36.0,82.0,6.0,37.0,600.0,40.0,21.4
19708,2015,5,31,3,36.0,66.0,4.0,25.0,600.0,52.0,20.7
19709,2015,5,31,4,43.0,88.0,7.0,54.0,800.0,10.0,19.5
19710,2015,5,31,5,43.0,95.0,3.0,81.0,700.0,2.0,18.6
19711,2015,5,31,6,45.0,78.0,3.0,48.0,1000.0,22.0,18.9
19712,2015,5,31,7,44.0,82.0,5.0,33.0,800.0,34.0,20.4
19713,2015,5,31,8,55.0,92.0,8.0,38.0,800.0,45.0,22.8
19714,2015,5,31,9,90.0,107.0,9.0,36.0,800.0,62.0,24.3
19715,2015,5,31,10,72.0,115.0,11.0,29.0,900.0,101.0,25.1
19716,2015,5,31,11,89.0,116.0,12.0,31.0,900.0,135.0,26.7
19717,2015,5,31,12,75.0,105.0,11.0,34.0,800.0,147.0,28.3
19718,2015,5,31,13,68.0,93.0,13.0,34.0,700.0,172.0,29.9
19719,2015,5,31,14,60.0,83.0,13.0,17.0,700.0,207.0,31.0
19720,2015,5,31,15,44.0,82.0,10.0,13.0,600.0,192.0,32.0
19721,2015,5,31,16,38.0,91.0,11.0,14.0,600.0,200.0,32.1
19722,2015,5,31,17,47.0,113.0,12.0,17.0,700.0,205.0,32.0
19723,2015,5,31,18,64.0,144.0,12.0,20.0,700.0,210.0,30.8
19724,2015,5,31,19,54.0,144.0,11.0,34.0,700.0,180.0,30.2
19725,2015,5,31,20,73.0,150.0,6.0,37.0,800.0,152.0,29.4
19726,2015,5,31,21,69.0,140.0,8.0,35.0,900.0,144.0,28.8
19727,2015,5,31,22,64.0,118.0,9.0,34.0,900.0,130.0,27.4
19728,2015,5,31,23,48.0,78.0,6.0,19.0,600.0,126.0,26.8
19729,2015,6,1,0,48.0,89.0,6.0,24.0,600.0,125.0,25.3
19730,2015,6,1,1,48.0,87.0,5.0,34.0,500.0,109.0,24.8
19731,2015,6,1,2,53.0,89.0,5.0,19.0,600.0,123.0,24.3
19732,2015,6,1,3,55.0,87.0,4.0,18.0,500.0,114.0,23.5
19733,2015,6,1,4,49.0,83.0,4.0,19.0,600.0,113.0,23.4
19734,2015,6,1,5,46.0,79.0,4.0,24.0,500.0,100.0,23.1
19735,2015,6,1,6,46.0,91.0,3.0,46.0,800.0,67.0,23.7
19736,2015,6,1,7,54.0,108.0,4.0,69.0,900.0,38.0,24.3
19737,2015,6,1,8,54.0,110.0,6.0,47.0,700.0,58.0,26.5
19738,2015,6,1,9,70.0,113.0,7.0,31.0,600.0,82.0,28.9
19739,2015,6,1,10,62.0,140.0,10.0,27.0,700.0,124.0,30.6
19740,2015,6,1,11,72.0,180.0,11.0,22.0,800.0,169.0,31.1
19741,2015,6,1,12,113.0,186.0,12.0,25.0,800.0,198.0,31.7
19742,2015,6,1,13,88.0,161.0,11.0,22.0,600.0,210.0,32.3
19743,2015,6,1,14,3.0,167.0,13.0,17.0,900.0,220.0,32.6
19744,2015,6,1,15,76.0,168.0,13.0,17.0,,201.0,31.8
19745,2015,6,1,16,100.0,183.0,12.0,24.0,1000.0,210.0,31.9
19746,2015,6,1,17,111.0,211.0,13.0,28.0,1100.0,234.0,31.8
19747,2015,6,1,18,118.0,214.0,13.0,36.0,1100.0,227.0,31.3
19748,2015,6,1,19,120.0,206.0,11.0,44.0,1100.0,198.0,30.9
19749,2015,6,1,20,117.0,201.0,8.0,42.0,1200.0,182.0,29.3
19750,2015,6,1,21,131.0,210.0,6.0,63.0,1300.0,135.0,27.8
19751,2015,6,1,22,121.0,184.0,7.0,44.0,1100.0,140.0,27.6
19752,2015,6,1,23,115.0,189.0,6.0,32.0,1200.0,147.0,27.6
19753,2015,6,2,0,121.0,170.0,7.0,28.0,1100.0,122.0,25.8
19754,2015,6,2,1,95.0,130.0,6.0,22.0,1000.0,101.0,26.0
19755,2015,6,2,2,63.0,120.0,8.0,24.0,800.0,73.0,25.3
19756,2015,6,2,3,56.0,92.0,6.0,24.0,900.0,67.0,23.9
19757,2015,6,2,4,12.0,36.0,2.0,2.0,300.0,57.0,26.3
19758,2015,6,2,5,10.0,22.0,2.0,2.0,200.0,65.0,26.0
19759,2015,6,2,6,17.0,27.0,2.0,3.0,200.0,74.0,25.4
19760,2015,6,2,7,6.0,43.0,2.0,6.0,200.0,72.0,25.9
19761,2015,6,2,8,10.0,56.0,2.0,7.0,300.0,72.0,26.4
19762,2015,6,2,9,7.0,50.0,2.0,6.0,300.0,74.0,26.7
19763,2015,6,2,10,9.0,34.0,2.0,8.0,200.0,73.0,27.9
19764,2015,6,2,11,10.0,25.0,2.0,7.0,200.0,75.0,28.7
19765,2015,6,2,12,10.0,58.0,2.0,6.0,200.0,81.0,30.2
19766,2015,6,2,13,11.0,83.0,2.0,6.0,200.0,85.0,31.1
19767,2015,6,2,14,12.0,34.0,2.0,5.0,200.0,89.0,32.0
19768,2015,6,2,15,18.0,54.0,2.0,7.0,200.0,84.0,32.5
19769,2015,6,2,16,18.0,46.0,2.0,6.0,200.0,84.0,32.9
19770,2015,6,2,17,12.0,34.0,2.0,8.0,200.0,81.0,32.9
19771,2015,6,2,18,4.0,32.0,2.0,10.0,200.0,79.0,31.8
19772,2015,6,2,19,12.0,36.0,2.0,14.0,200.0,73.0,30.8
19773,2015,6,2,20,9.0,35.0,2.0,16.0,300.0,64.0,28.4
19774,2015,6,2,21,10.0,38.0,2.0,20.0,300.0,55.0,26.5
19775,2015,6,2,22,10.0,36.0,2.0,21.0,300.0,52.0,25.9
19776,2015,6,2,23,10.0,41.0,2.0,20.0,200.0,51.0,25.3
19777,2015,6,3,0,16.0,92.0,2.0,34.0,300.0,43.0,22.9
19778,2015,6,3,1,42.0,197.0,5.0,30.0,600.0,70.0,21.6
19779,2015,6,3,2,43.0,149.0,5.0,20.0,500.0,79.0,21.0
19780,2015,6,3,3,38.0,102.0,5.0,21.0,500.0,66.0,19.1
19781,2015,6,3,4,29.0,67.0,4.0,40.0,500.0,36.0,18.0
19782,2015,6,3,5,22.0,63.0,3.0,28.0,500.0,40.0,16.3
