PRES,DEWP,RAIN,wd,WSPM,station
1012.7,2.1,0.0,E,1.1,Changping
1012.8,1.9,0.0,N,1.3,Changping
1012.7,1.9,0.0,NE,0.6,Changping
1012.5,1.6,0.0,NE,0.5,Changping
1012.2,1.7,0.0,NW,0.9,Changping
1012.0,1.8,0.0,NW,0.9,Changping
1011.8,1.5,0.0,NNW,0.6,Changping
1012.1,1.4,0.0,W,0.7,Changping
1012.2,1.6,0.0,NNW,1.4,Changping
1012.2,2.3,0.0,SSW,1.0,Changping
1012.3,1.7,0.0,S,1.4,Changping
1012.4,1.3,0.0,SE,1.6,Changping
1011.8,1.3,0.0,SSW,1.8,Changping
1010.8,1.6,0.0,SSE,2.1,Changping
1009.9,1.5,0.0,SSE,2.7,Changping
1008.9,1.5,0.0,SSE,2.4,Changping
1008.4,1.9,0.0,ESE,2.4,Changping
1007.7,1.2,0.0,SSE,2.6,Changping
1007.7,0.6,0.0,ESE,2.8,Changping
1007.8,-1.1,0.0,SE,1.2,Changping
1008.2,-0.7,0.0,ENE,1.3,Changping
1009.1,1.2,0.0,E,1.3,Changping
1009.7,1.9,0.0,NE,1.0,Changping
1010.3,0.9,0.0,NNE,0.9,Changping
1010.6,1.0,0.0,NE,0.8,Changping
1010.9,1.1,0.0,NW,1.2,Changping
1011.0,0.9,0.0,NNW,1.5,Changping
1010.7,0.6,0.0,E,0.3,Changping
1010.9,0.0,0.0,N,1.5,Changping
1010.9,-0.9,0.0,N,1.0,Changping
1011.1,-0.3,0.0,NNW,1.8,Changping
1011.6,-0.8,0.0,NE,0.5,Changping
1012.1,-0.7,0.0,N,1.0,Changping
1012.2,0.1,0.0,SW,1.1,Changping
1012.5,2.0,0.0,SSE,1.6,Changping
1012.2,1.8,0.0,SE,1.5,Changping
1011.5,3.6,0.0,ESE,2.5,Changping
1010.5,2.2,0.0,SSE,2.4,Changping
1009.5,-0.4,0.0,ESE,2.9,Changping
1008.3,-0.6,0.0,ESE,2.8,Changping
1007.5,-1.7,0.0,S,4.2,Changping
1007.2,-0.6,0.0,SE,3.1,Changping
1008.1,-0.1,0.0,SW,2.6,Changping
1007.9,1.5,0.0,W,2.9,Changping
1007.5,1.0,0.0,WSW,2.3,Changping
1008.5,1.0,0.0,ENE,0.9,Changping
1009.0,1.6,0.0,NE,1.2,Changping
1009.1,1.2,0.0,SW,2.9,Changping
1008.9,1.0,0.0,E,1.0,Changping
1009.5,1.7,0.0,E,1.0,Changping
1010.4,2.5,0.0,W,1.4,Changping
1009.3,2.3,0.0,S,0.4,Changping
1009.6,5.8,0.0,ESE,2.3,Changping
1009.6,7.0,0.0,SSE,1.8,Changping
1009.7,7.5,0.0,N,0.8,Changping
1010.1,7.4,0.0,SW,0.5,Changping
1010.9,7.6,0.0,E,0.8,Changping
1011.2,8.3,0.0,SSE,1.4,Changping
1011.4,7.3,0.0,SE,1.7,Changping
1011.5,7.4,0.0,SSE,2.1,Changping
1011.2,7.4,0.0,S,1.7,Changping
1010.5,6.1,0.0,S,3.0,Changping
1009.8,5.4,0.0,SSE,2.5,Changping
1009.0,5.4,0.0,SE,2.2,Changping
1008.6,5.3,0.0,SSE,3.3,Changping
1008.3,5.0,0.0,SSE,3.2,Changping
1008.7,4.7,0.0,SE,3.5,Changping
1009.3,4.6,0.0,ESE,5.3,Changping
1010.7,5.5,0.0,ESE,3.3,Changping
1011.6,7.8,0.4,SE,2.4,Changping
1013.3,8.9,4.5,SW,1.2,Changping
1014.6,7.7,4.8,NNE,1.9,Changping
1014.4,5.9,0.9,E,1.4,Changping
1013.7,6.7,0.0,NE,1.6,Changping
1013.7,0.9,0.0,WNW,3.2,Changping
1013.5,-2.2,0.0,WNW,5.4,Changping
1013.3,-2.8,0.0,WNW,4.5,Changping
1013.4,-4.3,0.0,WNW,3.8,Changping
1013.7,-5.5,0.0,NW,4.2,Changping
1014.1,-6.4,0.0,WNW,3.9,Changping
1014.9,-6.3,0.0,NW,4.4,Changping
1015.5,-6.8,0.0,NW,3.4,Changping
1016.1,-7.1,0.0,WNW,4.5,Changping
1016.5,-6.6,0.0,NW,4.0,Changping
1016.6,-6.3,0.0,NNW,4.8,Changping
1016.5,-6.0,0.0,NNW,3.9,Changping
1016.2,-5.7,0.0,NNW,2.8,Changping
1016.6,-3.2,0.0,NE,4.6,Changping
1017.4,-4.3,0.0,NE,4.2,Changping
1018.1,-5.2,0.0,NE,6.2,Changping
1019.0,-4.2,0.0,ENE,3.0,Changping
1019.3,-4.4,0.0,NE,2.6,Changping
1020.2,-4.3,0.0,NE,3.3,Changping
1020.7,-4.7,0.0,NE,4.2,Changping
1021.7,-3.1,0.0,NE,2.7,Changping
1021.8,-2.5,0.0,NE,2.6,Changping
1021.6,-2.5,0.0,NNW,1.1,Changping
1021.8,-2.9,0.0,NNE,1.3,Changping
1021.4,-3.6,0.0,NNW,2.3,Changping
1021.1,-3.8,0.0,N,1.7,Changping
1020.9,-3.5,0.0,N,1.9,Changping
1020.6,-3.7,0.0,NNE,1.2,Changping
1020.5,-4.3,0.0,NNW,2.4,Changping
1020.2,-4.5,0.0,NNW,2.3,Changping
1020.1,-4.5,0.0,NNW,3.1,Changping
1020.0,-4.0,0.0,NNW,3.6,Changping
1019.6,-3.6,0.0,NNW,3.7,Changping
1018.7,-3.2,0.0,N,2.8,Changping
1017.8,-2.5,0.0,NNW,2.5,Changping
1016.7,-3.4,0.0,NNE,1.8,Changping
1015.1,-2.9,0.0,W,2.0,Changping
1013.7,-4.0,0.0,WNW,2.2,Changping
1011.9,-3.5,0.0,SW,2.4,Changping
1010.6,-3.3,0.0,S,3.1,Changping
1009.7,-3.8,0.0,WSW,1.9,Changping
1009.0,-0.8,0.0,S,3.3,Changping
1008.3,0.8,0.0,SE,2.4,Changping
1008.5,1.8,0.0,E,1.3,Changping
1008.5,2.0,0.0,NNE,1.0,Changping
1007.5,1.3,0.0,NNW,0.9,Changping
1006.5,1.2,0.0,NNW,0.4,Changping
1005.6,0.5,0.0,NE,0.5,Changping
1005.0,1.4,0.0,ENE,1.1,Changping
1004.4,0.1,0.0,NNW,1.2,Changping
1003.7,0.6,0.0,NW,0.8,Changping
1003.1,-0.1,0.0,NW,1.2,Changping
1002.6,-0.8,0.0,NNW,1.0,Changping
1002.6,-1.5,0.0,NNW,1.8,Changping
1002.7,-0.8,0.0,NW,1.1,Changping
1002.3,0.5,0.0,W,1.3,Changping
1001.6,-0.2,0.0,S,0.7,Changping
1000.9,-9.9,0.0,WNW,3.2,Changping
999.8,-10.0,0.0,WNW,4.7,Changping
998.4,-9.9,0.0,WNW,4.0,Changping
997.2,-6.5,0.0,SSW,2.3,Changping
995.8,-5.0,0.0,S,3.3,Changping
994.4,-2.8,0.0,S,3.6,Changping
993.7,-2.6,0.0,S,2.6,Changping
993.5,-1.0,0.0,SSE,3.5,Changping
993.4,-0.6,0.0,SSE,2.3,Changping
993.5,0.5,0.0,E,1.7,Changping
993.8,0.6,0.0,NE,0.9,Changping
994.0,0.4,0.0,ENE,1.7,Changping
993.9,1.2,0.0,NNW,1.1,Changping
993.6,2.3,0.0,NNE,0.6,Changping
993.4,2.0,0.0,N,1.3,Changping
993.1,2.3,0.0,NNW,1.3,Changping
992.5,2.5,0.0,NW,0.9,Changping
991.8,2.4,0.0,NNW,1.2,Changping
991.4,2.2,0.0,NE,0.6,Changping
991.2,1.5,0.0,SW,0.3,Changping
991.4,2.4,0.0,N,0.5,Changping
991.6,2.4,0.0,NNW,1.0,Changping
991.3,1.0,0.0,WSW,0.7,Changping
990.9,2.3,0.0,SW,1.0,Changping
990.8,2.5,0.0,SSW,1.4,Changping
990.2,3.6,0.0,SSW,1.2,Changping
989.0,3.6,0.0,ESE,1.4,Changping
987.8,3.9,0.0,SE,2.3,Changping
986.9,5.6,0.0,ESE,1.9,Changping
985.8,4.6,0.0,SSW,1.5,Changping
985.4,5.3,0.0,E,2.0,Changping
987.6,5.6,0.0,N,2.5,Changping
990.0,0.4,0.0,N,5.4,Changping
992.2,-0.7,0.0,NW,7.4,Changping
993.8,-1.7,0.0,WNW,7.1,Changping
995.2,-2.8,0.0,WNW,5.5,Changping
996.5,-6.2,0.0,NW,5.4,Changping
997.9,-10.0,0.0,NNW,5.8,Changping
999.0,-12.3,0.0,NW,3.7,Changping
1000.6,-18.9,0.0,NW,6.9,Changping
1001.2,-17.1,0.0,NW,8.5,Changping
1002.2,-16.5,0.0,NNW,6.1,Changping
1002.3,-16.8,0.0,WNW,5.6,Changping
1003.1,-16.3,0.0,WNW,4.8,Changping
1004.3,-16.5,0.0,NW,4.3,Changping
1005.3,-14.4,0.0,WNW,4.0,Changping
1005.4,-14.5,0.0,WNW,4.3,Changping
1005.4,-16.8,0.0,WNW,5.1,Changping
1005.3,-14.1,0.0,WNW,5.5,Changping
1004.8,-14.1,0.0,WNW,5.5,Changping
1003.8,-16.5,0.0,WNW,5.6,Changping
1002.6,-15.5,0.0,WNW,5.9,Changping
1001.8,-15.0,0.0,WNW,6.2,Changping
1000.7,-16.0,0.0,W,5.9,Changping
999.6,-14.6,0.0,W,3.7,Changping
999.2,-15.5,0.0,WNW,3.1,Changping
998.5,-14.4,0.0,SW,2.6,Changping
998.9,-8.3,0.0,S,2.9,Changping
999.8,-6.8,0.0,ENE,1.3,Changping
1000.7,-5.9,0.0,NNW,1.1,Changping
1000.8,-6.2,0.0,ENE,1.8,Changping
1000.6,-6.0,0.0,ENE,0.9,Changping
1001.1,-5.6,0.0,NNW,1.1,Changping
1000.7,-6.0,0.0,NE,0.9,Changping
1000.5,-6.1,0.0,NE,0.9,Changping
999.9,-5.3,0.0,N,1.2,Changping
1000.0,-5.3,0.0,NW,1.0,Changping
999.8,-5.7,0.0,NNW,1.4,Changping
1000.0,-5.3,0.0,NNW,1.6,Changping
1000.6,-5.2,0.0,N,0.8,Changping
1000.7,-3.9,0.0,WNW,0.9,Changping
1000.9,-4.1,0.0,SW,1.0,Changping
1001.1,-3.0,0.0,S,1.4,Changping
1000.6,-4.1,0.0,SW,1.7,Changping
999.2,-2.5,0.0,ESE,1.8,Changping
998.4,-2.1,0.0,SSE,2.4,Changping
997.7,-2.7,0.0,SSE,3.0,Changping
996.8,-4.3,0.0,SSE,3.4,Changping
996.7,-7.5,0.0,S,3.2,Changping
996.7,-4.7,0.0,SSE,3.3,Changping
996.8,-5.0,0.0,ESE,2.5,Changping
997.9,-0.9,0.0,E,2.0,Changping
999.0,0.7,0.0,E,2.6,Changping
999.9,1.1,0.0,NNE,1.0,Changping
1000.2,0.5,0.0,NE,0.7,Changping
1000.5,0.9,0.0,ENE,0.8,Changping
1000.8,1.5,0.0,NNE,0.5,Changping
1000.8,1.5,0.0,E,0.8,Changping
1000.8,1.9,0.0,NW,1.1,Changping
1000.8,2.3,0.0,ENE,0.6,Changping
1000.8,2.9,0.0,NNW,1.2,Changping
1000.6,3.3,0.0,NNW,1.6,Changping
1001.2,3.8,0.0,NE,0.8,Changping
1002.0,4.0,0.0,SSW,1.2,Changping
1002.2,4.2,0.0,NW,0.6,Changping
1002.3,4.4,0.0,NNW,1.2,Changping
1002.6,5.3,0.0,E,1.4,Changping
1002.7,6.8,0.0,E,1.4,Changping
1002.3,6.9,0.0,ESE,2.1,Changping
1001.6,7.6,0.0,ESE,2.1,Changping
1001.2,8.1,0.0,ESE,1.6,Changping
1001.0,8.0,0.0,ESE,1.5,Changping
1000.7,8.5,0.0,SE,1.1,Changping
1000.7,8.1,0.0,NE,0.8,Changping
1001.8,4.1,0.0,N,2.7,Changping
1002.4,5.4,0.0,W,3.1,Changping
1002.7,7.0,0.0,WSW,2.6,Changping
1003.1,6.1,0.0,WNW,3.0,Changping
1003.2,6.6,0.0,NW,1.6,Changping
1003.5,7.2,0.0,WNW,1.5,Changping
1003.5,7.2,0.0,NW,0.8,Changping
1003.5,7.2,0.0,WSW,0.8,Changping
1004.1,7.2,0.0,NNW,1.2,Changping
1003.7,6.8,0.0,NNW,1.4,Changping
1003.8,5.8,0.0,NNW,3.0,Changping
1004.4,3.9,0.0,NNW,3.2,Changping
1005.1,1.2,0.0,NNW,3.0,Changping
1006.0,-1.2,0.0,NNW,2.6,Changping
1006.3,-2.2,0.0,NNW,3.0,Changping
1007.1,-6.3,0.0,NNW,2.6,Changping
1007.6,-9.5,0.0,NW,2.8,Changping
1007.2,-7.9,0.0,NW,2.2,Changping
1006.4,-9.0,0.0,NNW,2.6,Changping
1005.8,-12.8,0.0,NNW,2.7,Changping
1004.9,-11.9,0.0,NE,1.9,Changping
1004.0,-10.0,0.0,ESE,3.5,Changping
1003.5,-11.1,0.0,ESE,2.6,Changping
1003.6,-10.1,0.0,ESE,2.4,Changping
1003.8,-10.6,0.0,ESE,2.0,Changping
1004.4,2.9,0.0,S,2.3,Changping
1005.4,4.9,0.0,ENE,0.5,Changping
1006.2,6.4,0.0,E,1.3,Changping
1006.7,7.1,0.0,ESE,1.9,Changping
1007.5,7.0,0.0,ESE,0.8,Changping
1007.9,1.6,0.0,N,1.8,Changping
1007.8,-0.8,0.0,N,2.0,Changping
1007.5,-4.2,0.0,NNW,1.4,Changping
1007.0,-7.6,0.0,NNE,1.3,Changping
1007.0,-4.8,0.0,WNW,1.7,Changping
1006.7,-7.5,0.0,NNW,1.3,Changping
1007.3,-8.8,0.0,WNW,2.1,Changping
1007.9,-9.2,0.0,WNW,1.0,Changping
1008.2,-11.3,0.0,W,1.0,Changping
1007.9,-11.3,0.0,ESE,1.0,Changping
1007.4,-12.0,0.0,SSW,1.5,Changping
1006.3,-13.2,0.0,S,2.6,Changping
1005.2,-11.5,0.0,S,3.2,Changping
1003.9,-9.8,0.0,S,4.5,Changping
1003.2,-8.1,0.0,S,3.7,Changping
1002.3,-6.8,0.0,SSE,4.6,Changping
1001.3,-6.3,0.0,S,4.5,Changping
1000.9,-4.1,0.0,SSE,4.0,Changping
1000.6,-2.3,0.0,S,2.6,Changping
1001.2,-2.3,0.0,E,1.8,Changping
1002.3,-0.1,0.0,E,1.5,Changping
1002.8,-0.7,0.0,NNE,1.1,Changping
1002.8,-1.0,0.0,ENE,1.3,Changping
1002.5,-2.0,0.0,N,1.0,Changping
1002.3,-1.0,0.0,NNW,0.7,Changping
1002.0,-1.1,0.0,NNW,1.0,Changping
1001.5,-1.4,0.0,,1.3,Changping
1001.0,-1.1,0.0,NNW,1.8,Changping
1000.8,-0.6,0.0,,0.1,Changping
1000.6,-0.7,0.0,NNW,1.8,Changping
1000.8,-0.5,0.0,NNW,1.4,Changping
1001.1,0.5,0.0,E,0.5,Changping
1001.1,1.9,0.0,ESE,0.7,Changping
1000.7,3.1,0.0,SE,1.5,Changping
1000.4,4.4,0.0,E,2.0,Changping
999.1,3.3,0.0,SE,2.6,Changping
997.7,-1.9,0.0,SSE,2.8,Changping
997.1,-5.3,0.0,W,9.2,Changping
997.5,-5.8,0.0,NNE,4.1,Changping
997.7,-6.2,0.0,NW,2.8,Changping
998.1,-12.1,0.0,NW,6.5,Changping
999.4,-7.7,0.0,N,5.0,Changping
1000.9,-6.4,0.0,NNW,4.3,Changping
1002.6,-5.2,0.0,N,3.3,Changping
1004.3,-4.2,0.0,N,1.5,Changping
1005.7,-4.3,0.0,NNE,1.0,Changping
1007.0,-5.7,0.0,NNE,1.3,Changping
1008.0,-7.5,0.0,NE,1.1,Changping
1008.7,-5.3,0.0,N,1.4,Changping
1008.8,-7.1,0.0,NE,0.7,Changping
1009.1,-6.4,0.0,S,1.4,Changping
1009.0,-7.0,0.0,NNW,1.6,Changping
1009.5,-6.2,0.0,NNW,1.2,Changping
1009.6,-6.0,0.0,N,1.3,Changping
1009.9,-6.1,0.0,NNE,0.9,Changping
1010.4,-5.3,0.0,E,0.5,Changping
1010.6,-4.5,0.0,ESE,1.4,Changping
1010.5,-5.0,0.0,S,0.8,Changping
1010.1,-6.3,0.0,SSE,2.2,Changping
1009.3,-5.4,0.0,SSE,2.5,Changping
1007.9,-4.9,0.0,SSE,2.2,Changping
1006.7,-3.5,0.0,SE,4.1,Changping
1005.9,-1.9,0.0,SSE,4.1,Changping
1004.9,-0.1,0.0,SSE,3.3,Changping
1004.2,-0.3,0.0,SSE,3.9,Changping
1003.9,1.3,0.0,SSE,3.9,Changping
1003.5,1.5,0.0,SSE,3.7,Changping
1003.6,1.6,0.0,SE,2.6,Changping
1004.1,1.7,0.0,E,1.2,Changping
1004.6,2.3,0.0,NNE,1.2,Changping
1004.5,2.5,0.0,NNE,0.8,Changping
1004.2,2.6,0.0,ENE,1.4,Changping
1004.1,2.2,0.0,ENE,2.0,Changping
1003.8,2.6,0.0,NNE,0.6,Changping
1003.6,2.7,0.0,WNW,0.7,Changping
1003.2,3.1,0.0,NNW,1.9,Changping
1002.9,3.0,0.0,WNW,0.6,Changping
1003.6,3.2,0.0,N,2.2,Changping
1003.6,3.4,0.0,WSW,1.0,Changping
1004.1,2.9,0.0,NNE,1.1,Changping
1004.9,3.7,0.0,ESE,1.6,Changping
1005.5,4.4,0.0,SSW,1.8,Changping
1005.2,4.5,0.0,NNW,1.5,Changping
1004.9,5.0,0.0,S,1.4,Changping
1004.3,4.0,0.0,S,2.0,Changping
1004.1,4.1,0.0,SE,1.7,Changping
1004.1,3.8,0.0,ESE,2.5,Changping
1004.4,-10.5,0.0,N,5.6,Changping
1004.9,-10.5,0.0,NNW,4.1,Changping
1005.7,-13.3,0.0,NNW,4.4,Changping
1006.6,-14.3,0.0,N,4.2,Changping
1007.6,-15.8,0.0,NNE,3.3,Changping
1009.2,-17.0,0.0,NNE,2.2,Changping
1010.8,-14.6,0.0,N,2.2,Changping
1012.1,-14.1,0.0,N,2.0,Changping
1013.1,-13.7,0.0,WNW,1.0,Changping
1013.5,-12.6,0.0,NE,1.0,Changping
1013.9,-10.6,0.0,NNE,1.3,Changping
1014.0,-8.4,0.0,NE,0.9,Changping
1013.9,-9.0,0.0,NNW,1.7,Changping
1013.9,-8.7,0.0,N,2.1,Changping
1014.2,-8.0,0.0,SSW,0.9,Changping
1014.3,-6.1,0.0,NNW,1.8,Changping
1014.6,-7.4,0.0,NNW,1.2,Changping
1014.5,-7.6,0.0,NW,1.3,Changping
1014.2,-7.0,0.0,SE,1.4,Changping
1013.7,-6.2,0.0,ESE,1.7,Changping
1012.8,-5.7,0.0,SSE,1.6,Changping
1011.6,-7.6,0.0,SSE,1.8,Changping
1010.2,-2.8,0.0,S,3.3,Changping
1009.2,-2.3,0.0,SSE,3.1,Changping
1008.1,-1.8,0.0,S,3.5,Changping
1007.1,-2.0,0.0,SSE,4.1,Changping
1006.7,-2.2,0.0,SSE,3.3,Changping
1006.5,-0.3,0.0,ESE,1.8,Changping
1006.7,1.0,0.0,E,1.8,Changping
1007.3,1.3,0.0,NE,1.7,Changping
1008.1,1.2,0.0,NE,1.2,Changping
1008.2,1.1,0.0,NNW,1.0,Changping
1008.3,0.6,0.0,NNW,1.6,Changping
1008.5,0.7,0.0,NNW,0.8,Changping
1008.6,1.0,0.0,NNW,1.5,Changping
1008.2,0.4,0.0,NNW,1.2,Changping
1007.8,0.2,0.0,N,1.5,Changping
1007.7,0.3,0.0,ENE,0.7,Changping
1007.8,0.9,0.0,NNW,1.0,Changping
1007.5,0.7,0.0,NW,1.5,Changping
1007.7,1.5,0.0,S,0.5,Changping
1007.9,2.5,0.0,ESE,1.5,Changping
1007.7,2.2,0.0,SE,1.3,Changping
1007.4,2.6,0.0,SSE,1.9,Changping
1006.4,2.1,0.0,S,1.5,Changping
1005.4,0.5,0.0,SE,1.8,Changping
1004.3,-1.1,0.0,SSE,2.4,Changping
1003.1,0.4,0.0,SSE,2.5,Changping
1001.9,-2.2,0.0,S,3.8,Changping
1001.2,-2.2,0.0,S,4.7,Changping
1000.7,-2.5,0.0,S,4.2,Changping
1000.4,2.4,0.0,S,3.1,Changping
1000.6,3.9,0.0,SSE,2.1,Changping
1001.5,3.3,0.0,NE,1.3,Changping
1002.0,4.3,0.0,NE,0.8,Changping
1001.9,3.6,0.0,E,1.0,Changping
1001.8,3.6,0.0,ENE,1.0,Changping
1001.8,3.7,0.0,ENE,0.5,Changping
1001.6,2.5,0.0,N,1.3,Changping
1001.4,2.5,0.0,,0.2,Changping
1001.5,2.7,0.0,NW,1.5,Changping
1001.8,1.8,0.0,NW,0.7,Changping
1002.0,2.4,0.0,NNW,1.6,Changping
1002.5,1.8,0.0,NNW,1.5,Changping
1003.0,2.9,0.0,NW,0.7,Changping
1003.1,4.4,0.0,WNW,0.8,Changping
1003.0,7.5,0.0,SW,1.0,Changping
1002.7,7.0,0.0,SE,1.6,Changping
1002.0,11.2,0.0,SSE,1.8,Changping
1000.9,10.2,0.0,SE,2.0,Changping
999.9,7.2,0.0,SE,2.7,Changping
999.1,9.1,0.0,SE,3.2,Changping
998.1,8.6,0.0,SSE,4.4,Changping
997.1,8.8,0.0,SSE,5.0,Changping
996.8,10.9,0.0,SSE,4.0,Changping
996.9,8.9,0.0,SE,3.4,Changping
997.1,10.7,0.0,SE,2.9,Changping
997.5,11.0,0.0,SE,2.7,Changping
998.0,11.6,0.0,SE,2.8,Changping
998.0,11.3,0.0,SE,3.3,Changping
998.1,10.4,0.0,E,1.3,Changping
997.9,10.7,0.0,E,2.1,Changping
997.6,10.4,0.0,ENE,1.9,Changping
997.4,11.0,0.0,ENE,1.2,Changping
997.3,10.9,0.0,ENE,1.0,Changping
997.3,10.9,0.0,NE,1.1,Changping
997.4,10.6,0.0,NE,1.1,Changping
997.7,10.9,0.0,NNE,0.7,Changping
997.9,11.1,0.0,NW,0.9,Changping
997.9,11.8,0.0,WNW,1.2,Changping
997.8,11.9,0.0,SSE,1.1,Changping
997.5,12.4,0.0,SE,2.0,Changping
997.2,12.9,0.0,SSE,2.1,Changping
996.2,12.9,0.0,SSE,2.8,Changping
995.5,13.1,0.0,ESE,1.6,Changping
994.1,13.7,0.0,SE,2.8,Changping
992.7,14.1,0.0,SE,2.8,Changping
992.3,13.6,0.0,SSE,2.4,Changping
994.3,13.6,3.8,N,2.3,Changping
993.8,13.8,0.0,NNW,1.2,Changping
994.1,13.5,0.0,N,2.5,Changping
995.0,13.1,0.0,NNW,0.6,Changping
996.0,13.3,0.0,NNW,1.1,Changping
996.4,13.1,0.0,,0.1,Changping
997.0,13.2,0.0,NNW,1.7,Changping
997.3,12.9,0.0,NNW,1.3,Changping
997.7,13.0,0.0,ENE,1.1,Changping
997.8,11.2,0.0,ESE,1.8,Changping
998.1,12.1,0.0,N,1.3,Changping
998.6,12.1,0.0,NNW,1.0,Changping
999.1,12.0,0.0,WNW,0.9,Changping
1000.1,11.6,0.0,ENE,0.9,Changping
1001.4,12.2,0.0,NNW,1.2,Changping
1002.2,12.4,0.0,NNW,0.7,Changping
1002.7,12.2,0.0,SW,1.2,Changping
1003.4,10.8,0.0,SSW,1.1,Changping
1003.7,10.5,0.0,WNW,1.6,Changping
1003.6,10.8,0.0,SSE,1.5,Changping
1003.4,10.7,0.0,SSW,1.2,Changping
1002.9,10.7,0.0,SSW,2.3,Changping
1002.4,10.2,0.0,S,1.6,Changping
1002.0,9.9,0.0,S,2.1,Changping
1002.1,11.3,0.0,SSE,1.8,Changping
1002.1,10.0,0.0,SSE,1.5,Changping
1002.6,9.9,0.0,ESE,1.6,Changping
1003.3,10.7,0.0,NE,0.5,Changping
1004.2,11.0,0.0,NE,0.6,Changping
1004.3,11.2,0.0,NE,0.8,Changping
1004.8,10.8,0.0,N,0.7,Changping
1005.4,11.6,0.0,E,2.4,Changping
1005.5,13.0,0.0,E,2.2,Changping
1005.8,11.5,0.0,NE,1.3,Changping
1005.7,11.6,0.0,N,0.6,Changping
1005.5,11.4,0.0,NNW,0.6,Changping
1005.6,11.4,0.0,NW,1.2,Changping
1006.0,11.3,0.0,N,0.6,Changping
1006.3,11.8,0.0,NNW,1.2,Changping
1006.2,12.2,0.0,NW,1.2,Changping
1005.9,13.2,0.0,SSE,1.5,Changping
1005.6,13.6,0.0,SE,2.1,Changping
1005.3,13.2,0.0,SE,2.4,Changping
1004.2,13.1,0.0,ESE,1.6,Changping
1003.2,12.9,0.0,S,2.0,Changping
1002.4,12.8,0.0,SSE,2.5,Changping
1001.4,13.1,0.0,S,3.0,Changping
1000.8,14.1,0.0,SSE,2.5,Changping
1000.5,14.3,0.0,SE,2.5,Changping
1000.3,14.5,0.0,SE,2.5,Changping
1000.5,15.1,0.0,SSE,3.1,Changping
1000.9,15.0,0.0,ESE,2.0,Changping
1001.6,14.8,0.0,ESE,1.9,Changping
1001.6,14.8,0.0,E,1.3,Changping
1001.6,14.6,0.0,E,1.2,Changping
1001.8,14.5,0.0,ENE,0.9,Changping
1001.9,14.3,0.0,NNE,1.2,Changping
1001.9,14.4,0.0,NE,0.8,Changping
1002.2,14.1,0.0,NNW,1.0,Changping
1002.6,14.2,0.0,NNE,0.5,Changping
1002.5,14.1,0.0,NNW,1.1,Changping
1003.0,13.9,0.0,NW,0.8,Changping
1003.2,14.3,0.0,NNW,1.3,Changping
1003.6,14.2,0.0,ESE,1.0,Changping
1003.8,14.2,0.0,ESE,1.3,Changping
1003.7,14.9,0.0,ESE,1.5,Changping
1003.4,15.0,0.0,SSE,2.2,Changping
1002.6,15.4,0.0,ESE,1.8,Changping
1001.8,15.0,0.0,SSE,1.6,Changping
1000.6,13.7,0.0,SSE,3.2,Changping
999.7,13.3,0.0,SSE,3.8,Changping
999.0,12.9,0.0,SSE,3.8,Changping
998.6,12.2,0.0,SSE,3.3,Changping
998.5,12.7,0.0,SSE,3.7,Changping
998.9,12.8,0.0,SSE,3.8,Changping
999.7,13.0,0.0,SE,2.7,Changping
1000.2,12.9,0.0,ESE,1.8,Changping
1000.2,13.6,0.0,E,2.5,Changping
1000.1,13.7,0.0,ESE,3.5,Changping
1000.5,13.8,0.0,E,3.4,Changping
1000.4,14.0,0.0,ESE,3.0,Changping
999.9,13.7,0.0,E,2.7,Changping
999.6,13.7,0.0,E,1.1,Changping
999.5,13.5,0.0,E,1.4,Changping
999.3,13.3,0.0,NE,1.2,Changping
999.6,13.4,0.0,NNW,1.3,Changping
999.9,13.6,0.0,NW,0.9,Changping
999.9,13.4,0.0,NNE,1.0,Changping
999.7,13.4,0.0,WSW,0.8,Changping
999.9,13.4,0.0,W,1.1,Changping
999.7,13.9,0.0,SW,0.7,Changping
1000.2,14.7,0.0,W,2.7,Changping
1001.3,12.1,1.2,WNW,5.1,Changping
1001.7,12.8,1.8,NW,2.2,Changping
1001.6,11.6,0.3,NNW,2.4,Changping
1001.2,12.5,0.9,WNW,1.6,Changping
1001.2,12.1,2.0,N,1.7,Changping
1001.6,12.4,0.2,WSW,0.8,Changping
1002.4,12.1,0.5,NNW,1.6,Changping
1002.5,12.8,1.5,WNW,0.9,Changping
1002.8,12.6,0.5,N,1.0,Changping
1002.4,12.4,0.0,N,1.0,Changping
1002.4,12.4,0.0,N,1.0,Changping
1002.2,12.5,0.0,N,1.0,Changping
1002.0,11.6,0.0,NNW,1.8,Changping
1001.5,12.1,0.0,S,0.5,Changping
1001.7,12.1,0.0,ENE,1.0,Changping
1001.4,12.3,0.0,WSW,0.6,Changping
1001.4,11.7,0.0,N,0.9,Changping
1001.8,11.0,0.0,NNE,0.9,Changping
1002.2,11.5,0.0,NE,1.7,Changping
1002.8,12.1,0.0,SE,0.7,Changping
1002.9,12.6,0.0,S,1.7,Changping
1002.9,11.9,0.0,SSE,1.5,Changping
1002.2,11.5,0.0,SE,1.8,Changping
1001.5,10.9,0.0,SE,1.9,Changping
1000.9,10.0,0.0,SE,2.5,Changping
1000.1,9.4,0.0,SE,2.1,Changping
998.9,8.7,0.0,SE,2.8,Changping
998.8,10.9,0.0,SE,3.0,Changping
998.1,11.3,0.0,S,4.1,Changping
